"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2529","e2e automation of SauceDemo","Desktop","2026-04-29","passed","2026-04-29","","SauceDemo.spec.js","",""
